timestamp,sensor_name,temperature
2026-03-26T16:23:10.707947,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:11.508132,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:13.300136,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:14.100012,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:14.900281,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:16.692439,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:17.491932,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:18.291943,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:20.085346,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:20.907940,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:21.725955,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:23.544020,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:24.340071,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:25.244305,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:28.056407,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:28.857634,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:29.652275,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:31.447980,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:36.064100,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:36.984208,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:38.778757,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:39.610033,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:40.438210,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:42.228058,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:44.052894,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:44.855945,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:46.644835,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:47.483343,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:48.309021,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:50.163957,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:50.967998,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:51.764351,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:53.556098,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:54.398069,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:55.190474,Temperature_3_000008ac6b12,14.875
2026-03-26T16:23:56.984849,Temperature_1_000008abfdaf,14.75
2026-03-26T16:23:57.781242,Temperature_2_000008ae137d,14.0
2026-03-26T16:23:59.668018,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:01.460057,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:02.260213,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:03.060273,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:04.851932,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:06.158571,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:07.008029,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:08.820910,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:09.741921,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:11.592254,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:13.396216,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:14.234462,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:15.032324,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:16.820228,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:17.620189,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:18.421115,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:20.327217,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:21.178091,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:22.013206,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:23.832503,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:24.658876,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:25.513711,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:27.324509,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:28.126256,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:28.957341,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:30.780372,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:31.636261,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:32.442831,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:34.268114,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:35.071474,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:35.919778,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:37.720647,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:38.568098,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:39.391456,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:41.205583,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:43.028421,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:43.884494,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:45.684023,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:46.493311,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:47.292840,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:49.108048,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:49.961100,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:50.833019,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:52.628028,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:53.449091,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:54.269551,Temperature_3_000008ac6b12,14.875
2026-03-26T16:24:56.092074,Temperature_1_000008abfdaf,14.75
2026-03-26T16:24:56.921091,Temperature_2_000008ae137d,14.0
2026-03-26T16:24:58.716112,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:00.531993,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:01.333446,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:02.133811,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:03.923956,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:04.724135,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:05.596360,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:07.923942,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:08.728594,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:09.524282,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:11.315944,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:12.120354,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:12.916239,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:14.711936,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:15.508469,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:16.316138,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:18.157922,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:18.963944,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:19.764008,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:21.556401,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:22.357611,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:23.157041,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:24.947948,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:25.752940,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:26.707942,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:28.499951,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:29.299982,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:30.099935,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:31.935934,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:32.725307,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:33.524189,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:35.315952,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:36.115982,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:36.919950,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:38.716052,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:39.508046,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:40.309545,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:42.108167,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:42.900412,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:43.699940,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:45.491981,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:46.293324,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:47.135960,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:48.982600,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:49.804261,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:50.611972,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:52.408057,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:53.204293,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:54.003937,Temperature_3_000008ac6b12,14.875
2026-03-26T16:25:55.795996,Temperature_1_000008abfdaf,14.75
2026-03-26T16:25:56.595956,Temperature_2_000008ae137d,14.0
2026-03-26T16:25:57.422164,Temperature_3_000008ac6b12,15.0
2026-03-26T16:25:59.246976,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:00.103158,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:00.943928,Temperature_3_000008ac6b12,15.0
2026-03-26T16:26:02.744039,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:03.540649,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:04.428965,Temperature_3_000008ac6b12,15.0
2026-03-26T16:26:06.228429,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:07.028264,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:07.836020,Temperature_3_000008ac6b12,15.75
2026-03-26T16:26:09.651934,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:10.452019,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:11.272054,Temperature_3_000008ac6b12,15.75
2026-03-26T16:26:13.092218,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:13.907993,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:14.776402,Temperature_3_000008ac6b12,15.75
2026-03-26T16:26:16.568280,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:17.364320,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:18.164512,Temperature_3_000008ac6b12,15.75
2026-03-26T16:26:19.998075,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:20.827929,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:21.619971,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:23.411980,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:24.250767,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:25.048417,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:26.920691,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:27.736090,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:28.531935,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:30.348201,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:31.161047,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:31.961384,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:33.748017,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:34.548857,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:35.347930,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:37.143939,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:37.944165,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:38.740364,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:40.531940,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:42.344127,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:43.181597,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:44.979934,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:45.784251,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:46.580084,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:48.376110,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:49.173545,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:50.056308,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:51.859977,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:53.652705,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:54.452124,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:56.243935,Temperature_1_000008abfdaf,14.75
2026-03-26T16:26:57.059967,Temperature_2_000008ae137d,14.0
2026-03-26T16:26:57.875954,Temperature_3_000008ac6b12,15.875
2026-03-26T16:26:59.668218,Temperature_1_000008abfdaf,14.75
2026-03-26T16:27:00.468217,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:01.268581,Temperature_3_000008ac6b12,15.875
2026-03-26T16:27:03.059934,Temperature_1_000008abfdaf,14.75
2026-03-26T16:27:03.859984,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:04.659934,Temperature_3_000008ac6b12,15.875
2026-03-26T16:27:06.452221,Temperature_1_000008abfdaf,14.75
2026-03-26T16:27:07.252750,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:08.051997,Temperature_3_000008ac6b12,15.875
2026-03-26T16:27:09.843933,Temperature_1_000008abfdaf,14.75
2026-03-26T16:27:10.643933,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:11.443934,Temperature_3_000008ac6b12,15.875
2026-03-26T16:27:13.236437,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:14.036535,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:14.836045,Temperature_3_000008ac6b12,15.875
2026-03-26T16:27:16.627929,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:17.427927,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:18.227928,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:20.051936,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:20.851933,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:21.651925,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:23.444291,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:24.244169,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:25.044388,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:26.835934,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:27.639940,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:28.435928,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:30.232154,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:31.028471,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:31.827944,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:33.619926,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:34.419930,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:35.219927,Temperature_3_000008ac6b12,15.75
2026-03-26T16:27:37.011918,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:37.811942,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:38.611967,Temperature_3_000008ac6b12,16.25
2026-03-26T16:27:40.403935,Temperature_1_000008abfdaf,14.875
2026-03-26T16:27:41.207977,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:42.004320,Temperature_3_000008ac6b12,16.25
2026-03-26T16:27:43.795980,Temperature_1_000008abfdaf,15.0
2026-03-26T16:27:44.595930,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:45.395964,Temperature_3_000008ac6b12,16.375
2026-03-26T16:27:47.187997,Temperature_1_000008abfdaf,15.0
2026-03-26T16:27:47.988015,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:48.788330,Temperature_3_000008ac6b12,16.375
2026-03-26T16:27:50.579937,Temperature_1_000008abfdaf,15.0
2026-03-26T16:27:51.379929,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:52.179979,Temperature_3_000008ac6b12,16.5
2026-03-26T16:27:53.971937,Temperature_1_000008abfdaf,15.0
2026-03-26T16:27:54.772576,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:55.572002,Temperature_3_000008ac6b12,16.25
2026-03-26T16:27:57.363925,Temperature_1_000008abfdaf,15.0
2026-03-26T16:27:58.163928,Temperature_2_000008ae137d,14.0
2026-03-26T16:27:58.963994,Temperature_3_000008ac6b12,16.25
2026-03-26T16:28:00.756904,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:01.575965,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:02.387930,Temperature_3_000008ac6b12,16.25
2026-03-26T16:28:04.179931,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:04.979928,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:05.800260,Temperature_3_000008ac6b12,16.25
2026-03-26T16:28:07.604390,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:08.403989,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:09.204211,Temperature_3_000008ac6b12,15.875
2026-03-26T16:28:10.995935,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:11.795935,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:12.595938,Temperature_3_000008ac6b12,15.875
2026-03-26T16:28:14.387937,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:15.187930,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:15.987932,Temperature_3_000008ac6b12,15.875
2026-03-26T16:28:17.779928,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:18.579931,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:19.380176,Temperature_3_000008ac6b12,15.75
2026-03-26T16:28:21.171976,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:21.971931,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:22.771996,Temperature_3_000008ac6b12,15.625
2026-03-26T16:28:24.563943,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:25.363935,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:26.164217,Temperature_3_000008ac6b12,15.625
2026-03-26T16:28:27.971927,Temperature_1_000008abfdaf,15.0
2026-03-26T16:28:28.787935,Temperature_2_000008ae137d,14.0
2026-03-26T16:28:29.587932,Temperature_3_000008ac6b12,15.625
